word	pinyin	definition	pos	sentence	translation
出入り口	chu1, ru4, kou3	doorway, gateway	Noun	出入り口に車を停めないでください。	Please don't stop the car by the entrance.
同情	tong2, tong4, qing2	sympathy, compassion	Verbal Noun	友人は私に同情してくれたよ。	My friend sympathized with me.
同等	tong2, tong4, deng3	equality	Noun	彼には大学生と同等の学力があります。	He has the same academic ability as university students.
肉体	rou4, ti3, ben4	body, flesh	Noun	肉体はいつか滅びます。	Our bodies must perish at some time or another.
日差し	ri4, chai1, cha1, cha4, ci1	rays of the sun, sunlight	Noun	今日は日差しが強いですね。	The sun is shining strongly today.
ぴったり		exactly right, perfect	Adjectival Noun	この服はあなたにぴったりですね。	These clothes suit you perfectly.
本文	ben3, wen2, wen4	text, this text	Noun	本文をよく読んで答えてください。	Please read the text carefully and answer.
都立	du1, dou1, li4	metropolitan, Tokyo metropolitan	Noun	ここは都立の病院です。	This is a metropolitan hospital.
殴る	ou1	hit, strike	Verb	彼は思わず友人を殴ったの。	He hit his friend without thinking.
裸	luo3	naked body, bareness	Noun	彼らは裸のつきあいをしているよ。	They have an open relationship with each other.
罰金	fa2, jin1	fine, penalty	Noun	罰金を3万円もとられたよ。	I was fined no less than 30,000 yen.
反感	fan3, gan3	ill feeling, antipathy	Noun	俺たちは彼の言動に反感を持ったね。	We had negative feelings towards his conduct.
まさか		never in a million years	Adverb	まさか車が当たるとは思わなかった。	I never imagined I would win the car!
芽	ya2, di2	bud, sprout	Noun	チューリップの芽が出ました。	The tulip buds emerged.
一まず	yi1	first of all	Adverb	一まず休憩しましょう。	Let's take a rest first.
手入れ	shou3, ru4	care, repairs	Verbal Noun	母は庭の手入れをしています。	My mother's tending the garden.
どっと		burst (out laughing)	Adverb	観衆がどっと笑ったんだ。	The audience burst out laughing.
斜め	xie2, xia2	diagonal, slant	Adjectival Noun	ここに斜めに線を引いてください。	Please draw a line here diagonally.
逃げ出す	tao2, chu1	make a break for, run off	Verb	トラがおりから逃げ出しました。	The tiger escaped from the cage.
日	ri4	Japan	Noun	日仏の共同研究が始まったな。	Joint research has begun between Japan and France.
入門	ru4, men2	initiation	Noun	私は相撲部屋に入門しました。	I entered a sumo stable.
浜	bang1	beach, seashore	Noun	今晩、浜で花火大会がありますよ。	There's going to be a fireworks show at the beach tonight.
文化的	wen2, wen4, hua4, de5, di2, di4	cultural	Adjective	この国は文化的な事業に力を入れています。	This country is putting efforts into cultural projects.
方角	fang1, jiao3, jia3, jue2	direction	Noun	私と彼は帰る方角が同じです。	He and I go home in the same direction.
法学部	fa3, fa4, xue2, bu4	law department	Noun	彼女は法学部の学生です。	She's a student in the Law Department.
村	cun1	village, hamlet	Noun	私は隣の村から来ました。	I come from the next village over.
もうける		make a profit	Verb	先月は株で100万円もうけたの。	I gained a million yen on the stock market last month.
安売り	an1, mai4	sale	Verbal Noun	あの店で野菜の安売りをしていましたよ。	Vegetables were on special at that store.
夜明け	ye4, ming2	dawn, daybreak	Noun	夜明けと共に目が覚めたんだ。	I awoke at daybreak.
体操	ti3, ben4, cao1, cao4	gymnastics, physical exercise	Noun	兄は体操の選手です。	My big brother's a gymnast.
忠告	zhong1, gao4, gu4	advice, admonishment	Verbal Noun	先生からの忠告を聞くべきだよ。	You should follow the teacher's advice.
出来上がる	chu1, lai2, shang4, shang3	be completed, be finished	Verb	この家は来年出来上がります。	This house will be completed next year.
電球	dian4, qiu2	light bulb	Noun	電球が切れたので交換しましょう。	The bulb has blown so shall I change it?
半径	ban4, jing4	radius	Noun	この円の半径は5センチです。	The radius of this circle is five centimeters.
平凡	ping2, fan2	common, ordinary	Adjectival Noun	彼はごく平凡な人です。	He's a very ordinary person.
本能	ben3, neng2	instinct	Noun	動物は本能のまま動くね。	Animals act purely on instinct.
麦	mai4	wheat	Noun	この畑では麦を作っています。	We're growing wheat in this field.
ゆったり		comfortable	Adverb	彼女はゆったりした服を着ていますね。	She's wearing baggy clothes.
緩やか	huan3	slack, loose	Adjective	ここから先は緩やかな坂になっています。	There's a gentle slope ahead.
ちっとも		nothing at all	Adverb	彼女が結婚したなんて、ちっとも知らなかった。	I had no idea that she'd gotten married.
突く	tu2, tu1	thrust, poke	Verb	彼はビリヤードの球を上手に突くね。	He shoots pool very well.
粒	li4	grain, drop	Noun	その子は大粒の涙を浮かべていたの。	The child's eyes were brimming with big tears.
吊るす	diao4	hang	Verb	木にブランコを吊るしました。	I hung a swing up on the tree.
灯油	deng1, you2	kerosene, lamp oil	Noun	ストーブの灯油がなくなったわよ。	The kerosene for the stove has run out.
解ける	jie3, jie4, xie4	solve, resolve	Verb	やっと難しい問題が解けました。	We finally solved a difficult problem.
ドレス		dress	Noun	昨日素敵なドレスを買いました。	I bought a wonderful dress yesterday.
人情	ren2, qing2	human feelings, humanity	Noun	この町の人たちには人情があるね。	The people in this town have humanity.
パンク		puncture	Verbal Noun	自転車のタイヤがパンクしました。	My bike got a flat tire.
誠に	cheng2	truly, very	Adverb	誠にありがとうございます。	Thank you very much indeed.
申し上げる	shen1, shang4, shang3	speak humbly, do	Verb	結果を申し上げます。	I'll announce the results.
役目	yi4, mu4	duty, role	Noun	私は無事に役目を終えたよ。	I completed the duties without incident.
養う	yang3, yang4	foster, support	Verb	私は3人の子供を養っています。	I'm feeding three children.
有害	you3, you4, hai4	harmful, hazardous	Adjectival Noun	この材料は有害だよ。	This material is hazardous.
良心	liang2, xin1	conscience	Noun	私は良心に従って行動します。	I behave according to my conscience.
退学	tui4, xue2	withdrawal from school	Verbal Noun	弟は高校を退学しました。	My little brother withdrew from high school.
超過	chao1, guo4, guo1	excess	Verbal Noun	この荷物は重量超過です。	This luggage is overweight.
問い合わせる	wen4, he2	inquire, contact	Verb	保険会社に問い合わせます。	I'll inquire with my insurance company.
延ばす	yan2	extend, postpone	Verb	出発を一週間延ばしたの。	I delayed my departure for a week.
のんびり		take it easy	Adverb	休みの日は家でのんびり過ごします。	I spend my days off relaxing at home.
肺	fei4	lung, lungs	Noun	彼は肺の病気にかかったのよ。	He contracted lung disease.
はめる		put on, wear	Verb	彼女は指輪をたくさんはめていますね。	She wears a lot of rings.
早める	zao3	move forward (in time), expedite	Verb	集合時間を30分早めました。	I pushed forward the meeting time by 30 minutes.
不在	bu4, bu2, zai4	absence	Noun	妻の不在中、夫は毎日外食したんだ。	The husband dined out every day during his wife's absence.
ふた		lid, cover	Noun	箱にふたをしたよ。	I shut the lid on the box.
物凄い	wu4, qi1	tremendous	Adjective	夕方、物凄い雨が降ったね。	There was a tremendous downpour earlier this evening.
有望	you3, you4, wang4	promising, hopeful	Adjectival Noun	彼は有望な社員です。	He's a promising employee.
弱める	ruo4	weaken, lower	Verb	火を弱めてください。	Please turn down the heat.
冷凍	leng3, dong4	freezing, cold storage	Verbal Noun	残ったカレーを冷凍しました。	I froze the left-over curry.
レポート		report, paper	Verbal Noun	教授にレポートを提出しました。	I submitted the paper to the professor.
論じる	lun4, lun2	argue, discuss	Verb	仲間と地球の未来について論じたの。	I discussed the future of the earth with my friends.
祖先	zu3, xian1	ancestor, forefather	Noun	犬も猫も祖先は同じ動物らしいよ。	I hear that the ancestor of dogs and cats is the same animal.
地名	di4, de5, ming2	place name	Noun	その地名は聞いたことがないなあ。	I have never heard of that place.
散る	san4, san3	scatter, fall	Verb	風で桜の花が散ってるね。	Cherry blossoms are scattering in the wind.
電線	dian4, xian4	electric wire	Noun	風で電線が揺れていますね。	The electric wires are shaking in the wind.
通り過ぎる	tong1, tong4, guo4, guo1	go past, pass	Verb	うっかり目的地を通り過ぎた。	I inadvertently missed my destination.
南東	nan2, na1, dong1	southeast	Noun	南東の方角に月が見えるよ。	You can see the moon in the southeast.
負け	fu4	defeat, loss	Noun	この勝負はあなたの負けです。	This match is your defeat.
マネー		money, finance	Noun	インターネットでマネー情報をチェックしたよ。	I checked some financial information on the Internet.
見下ろす	jian4, xian4, xia4	look down, overlook	Verb	山の頂上からふもとを見下ろしたの。	I looked down on the foothills from the top of the mountain.
見出し	jian4, xian4, chu1	headline, heading	Noun	新聞の見出しが彼の目を引いたんだ。	The newspaper article drew his attention.
無意味	wu2, mo2, yi4, wei4	meaningless, absurd	Adjectival Noun	そんなことをしても無意味よ。	It's meaningless to do such a thing.
もろい		weak, brittle	Adjective	この岩は意外ともろい。	This rock is unexpectedly fragile.
ユーモア		humor	Noun	彼女はユーモアのセンスがあります。	She has a sense of humor.
陽気	yang2, qi4	cheerful, bright	Adjectival Noun	彼女はとても陽気です。	She's very cheerful.
田畑	tian2, tian2	fields and rice paddies	Noun	この村には田畑がたくさんあります。	There are a lot of fields in this village.
着ける	zhao2, zhao1, zhe5, zhuo2	pull up, park (a vehicle)	Verb	玄関に車を着けます。	I'll bring the car to the door.
内臓	nei4, zang4	internal organs	Noun	来週、内臓を検査します。	Next week I'll have an internal medical examination.
滑らか	hua2, gu3	smooth, glassy	Adjective	この生地は滑らかな手触りが特長です。	This cloth's main feature is its smooth texture.
